2025-10-29T08:13:34.332Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-10-31T05:22:45.684Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"172.17.251.159","MYSQL_PORT":"12306","MYSQL_USER":"invoice_server","MYSQL_DATABASE":"invoice_db","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2025-10-31T05:22:45.916Z | connection_pool_created | {"host":"172.17.251.159","port":12306,"database":"invoice_db","connectionLimit":10} | SUCCESS | RESPONSE: {"status":"success"}
2025-10-31T05:22:45.916Z | connection_pool_created | {"host":"172.17.251.159","port":12306,"database":"lunaria","connectionLimit":10} | SUCCESS | RESPONSE: {"status":"success"}
2025-10-31T05:22:45.917Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-10-31T05:22:45.917Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-10-31T05:23:15.107Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-10-31T05:23:15.107Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.30"}} | SUCCESS | RESPONSE: null
2025-10-31T05:23:15.108Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.30"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2025-10-31T05:23:15.143Z | connection_pool_created | {"host":"192.168.110.182","port":3306,"database":"cardx","connectionLimit":10} | SUCCESS | RESPONSE: {"status":"success"}
2025-10-31T05:23:15.143Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
